,data
0,0.006036996841430664
1,0.005121946334838867
2,0.004406929016113281
3,0.004227876663208008
4,0.004376888275146484
5,0.004115104675292969
6,0.004316806793212891
7,0.004530191421508789
8,0.004436969757080078
9,0.0053250789642333984
10,0.004236936569213867
11,0.004129886627197266
12,0.004673004150390625
13,0.005302906036376953
14,0.004734039306640625
15,0.004388093948364258
16,0.004324913024902344
17,0.006096839904785156
18,0.004334926605224609
19,0.004088163375854492
20,0.0042688846588134766
21,0.004088878631591797
22,0.004430055618286133
23,0.004106044769287109
24,0.0041620731353759766
25,0.004117012023925781
26,0.004251956939697266
27,0.004091978073120117
28,0.004156827926635742
29,0.00421905517578125
30,0.004251956939697266
31,0.004430055618286133
32,0.0039119720458984375
33,0.00428009033203125
34,0.005076169967651367
35,0.004601955413818359
36,0.0042400360107421875
37,0.004176139831542969
38,0.004153013229370117
39,0.004571199417114258
40,0.004302978515625
41,0.004255056381225586
42,0.004400968551635742
43,0.0041730403900146484
44,0.0041561126708984375
45,0.00468897819519043
46,0.004286050796508789
47,0.003993988037109375
48,0.0038709640502929688
49,0.00441288948059082
50,0.004084110260009766
51,0.004457950592041016
52,0.004246950149536133
53,0.004446983337402344
54,0.004246950149536133
55,0.004231929779052734
56,0.004069089889526367
57,0.004869937896728516
58,0.004130125045776367
59,0.004179954528808594
60,0.0042879581451416016
61,0.004257917404174805
62,0.0045239925384521484
63,0.003973960876464844
64,0.004266023635864258
65,0.004878044128417969
66,0.004174947738647461
67,0.004118919372558594
68,0.004127025604248047
69,0.005015134811401367
70,0.0043680667877197266
71,0.0040111541748046875
72,0.0039980411529541016
73,0.004379987716674805
74,0.004058122634887695
75,0.004287004470825195
76,0.004163026809692383
77,0.004137992858886719
78,0.004750967025756836
79,0.00403904914855957
80,0.004890918731689453
81,0.004127025604248047
82,0.0040590763092041016
83,0.0042438507080078125
84,0.004263877868652344
85,0.00444793701171875
86,0.0042819976806640625
87,0.0042650699615478516
88,0.004194021224975586
89,0.004019975662231445
90,0.004288911819458008
91,0.004385948181152344
92,0.004976034164428711
93,0.003880023956298828
94,0.00413203239440918
95,0.004088878631591797
96,0.004253864288330078
97,0.00439906120300293
98,0.0042269229888916016
99,0.004044055938720703
100,0.004189968109130859
101,0.004505157470703125
102,0.004067897796630859
103,0.0044591426849365234
104,0.005246877670288086
105,0.004678010940551758
106,0.004454851150512695
107,0.005143880844116211
108,0.004456996917724609
109,0.0042819976806640625
110,0.004623889923095703
111,0.004377126693725586
112,0.0044209957122802734
113,0.00466609001159668
114,0.004890918731689453
115,0.004109859466552734
116,0.004251956939697266
117,0.004394054412841797
118,0.004172086715698242
119,0.004145145416259766
120,0.004244089126586914
121,0.004122018814086914
122,0.004542112350463867
123,0.004303932189941406
124,0.003931999206542969
125,0.004736900329589844
126,0.004060029983520508
127,0.004595041275024414
128,0.006648063659667969
129,0.005030155181884766
130,0.004686832427978516
131,0.004202127456665039
132,0.004832029342651367
133,0.004296064376831055
134,0.0043108463287353516
135,0.0044097900390625
136,0.005262851715087891
137,0.0039441585540771484
138,0.0059108734130859375
139,0.004339933395385742
140,0.004302978515625
141,0.004609107971191406
142,0.0041790008544921875
143,0.00434112548828125
