,data
0,0.008725881576538086
1,0.003913164138793945
2,0.0047109127044677734
3,0.003999948501586914
4,0.004345893859863281
5,0.004537105560302734
6,0.003818988800048828
7,0.004225015640258789
8,0.004373073577880859
9,0.0038709640502929688
10,0.003777027130126953
11,0.0038559436798095703
12,0.003751039505004883
13,0.00510096549987793
14,0.009319067001342773
15,0.003657102584838867
16,0.004424095153808594
17,0.004765987396240234
18,0.0039768218994140625
19,0.003757953643798828
20,0.004528045654296875
21,0.003737926483154297
22,0.003810882568359375
23,0.003698110580444336
24,0.0041921138763427734
25,0.004025936126708984
26,0.002084970474243164
27,0.003737926483154297
28,0.004320859909057617
29,0.008150100708007812
30,0.003926992416381836
31,0.003880023956298828
32,0.01746201515197754
33,0.003710031509399414
34,0.0037679672241210938
35,0.0036950111389160156
36,0.0037720203399658203
37,0.0038449764251708984
38,0.0039560794830322266
39,0.003863096237182617
40,0.0019381046295166016
41,0.003904104232788086
42,0.003931999206542969
43,0.00407099723815918
44,0.0039119720458984375
45,0.003626108169555664
46,0.004369020462036133
47,0.004008054733276367
48,0.0040090084075927734
49,0.01750802993774414
50,0.008833885192871094
51,0.004158973693847656
52,0.009886980056762695
53,0.017746925354003906
54,0.008461952209472656
55,0.004026889801025391
56,0.009093999862670898
57,0.018193960189819336
58,0.004137992858886719
59,0.017806053161621094
60,0.003993034362792969
61,0.00431513786315918
62,0.004018068313598633
63,0.0043430328369140625
64,0.0040051937103271484
65,0.004349946975708008
66,0.009099006652832031
67,0.004288196563720703
68,0.004462003707885742
69,0.004460811614990234
70,0.004046916961669922
71,0.0037169456481933594
72,0.004216909408569336
73,0.0037338733673095703
74,0.008047103881835938
75,0.0037250518798828125
76,0.0037190914154052734
77,0.004012107849121094
78,0.0036962032318115234
79,0.0043261051177978516
80,0.00874018669128418
81,0.016965866088867188
82,0.0038268566131591797
83,0.003759145736694336
84,0.003770112991333008
85,0.0036199092864990234
86,0.003789186477661133
87,0.004127025604248047
88,0.0020520687103271484
89,0.00922393798828125
90,0.009490966796875
91,0.009057998657226562
92,0.01818704605102539
93,0.018851041793823242
94,0.009366035461425781
95,0.0038890838623046875
96,0.00397801399230957
97,0.0035238265991210938
98,0.0038688182830810547
99,0.003773927688598633
100,0.00437617301940918
101,0.004100799560546875
102,0.004281044006347656
103,0.0043218135833740234
104,0.008958101272583008
105,0.0048160552978515625
106,0.0040819644927978516
107,0.004004001617431641
108,0.004030942916870117
109,0.0041620731353759766
110,0.004299163818359375
111,0.004364013671875
112,0.003843069076538086
113,0.0042569637298583984
114,0.004415988922119141
115,0.004320859909057617
116,0.003871917724609375
117,0.003922939300537109
118,0.004331827163696289
119,0.004100799560546875
120,0.004155158996582031
121,0.0043981075286865234
122,0.009274959564208984
123,0.008976936340332031
124,0.004199981689453125
125,0.0037300586700439453
126,0.003997087478637695
127,0.00417017936706543
128,0.0042018890380859375
129,0.004065990447998047
130,0.0038499832153320312
131,0.004168987274169922
132,0.004441022872924805
133,0.003654003143310547
134,0.003843069076538086
135,0.004261970520019531
136,0.0042798519134521484
137,0.009325027465820312
138,0.008358001708984375
139,0.004156827926635742
140,0.0039048194885253906
141,0.004172086715698242
142,0.009246826171875
143,0.0043561458587646484
144,0.00410008430480957
145,0.0041141510009765625
146,0.004047870635986328
147,0.004175901412963867
148,0.004029035568237305
149,0.016900062561035156
150,0.004628896713256836
151,0.008881092071533203
152,0.004091978073120117
153,0.0038819313049316406
154,0.003838062286376953
155,0.008520126342773438
156,0.003609895706176758
157,0.0037250518798828125
158,0.003930091857910156
159,0.0037260055541992188
160,0.018738985061645508
161,0.00454401969909668
162,0.0039441585540771484
163,0.003963947296142578
164,0.00506901741027832
165,0.003780841827392578
166,0.0038061141967773438
167,0.004514932632446289
168,0.019242048263549805
169,0.00398707389831543
170,0.004085063934326172
171,0.0037801265716552734
172,0.004335880279541016
173,0.004060983657836914
174,0.004639148712158203
175,0.005254983901977539
176,0.004283905029296875
177,0.006417036056518555
178,0.004318952560424805
179,0.004515886306762695
180,0.004445075988769531
181,0.004240989685058594
182,0.00430607795715332
183,0.004553079605102539
184,0.004314899444580078
185,0.004248142242431641
186,0.0043048858642578125
187,0.004168033599853516
188,0.004303932189941406
189,0.0050640106201171875
190,0.004875898361206055
191,0.004204988479614258
192,0.004233121871948242
193,0.003981113433837891
194,0.004189968109130859
195,0.004639863967895508
196,0.0038809776306152344
197,0.00403285026550293
198,0.005138874053955078
199,0.01872706413269043
200,0.003741025924682617
201,0.004462003707885742
202,0.004965066909790039
203,0.004710197448730469
204,0.0043239593505859375
205,0.004250049591064453
206,0.0039250850677490234
207,0.004239797592163086
208,0.004476070404052734
209,0.004091024398803711
210,0.00421595573425293
211,0.0039598941802978516
212,0.003954172134399414
213,0.003777027130126953
214,0.004357814788818359
215,0.009243011474609375
216,0.0037457942962646484
217,0.004117012023925781
218,0.003673076629638672
219,0.0042629241943359375
220,0.00368499755859375
221,0.0036330223083496094
222,0.003756999969482422
223,0.0017848014831542969
224,0.003838062286376953
225,0.0044019222259521484
