,data
0,0.009729862213134766
1,0.004087924957275391
2,0.004575967788696289
3,0.0052471160888671875
4,0.008906126022338867
5,0.004462003707885742
6,0.004353046417236328
7,0.0040531158447265625
8,0.008271932601928711
9,0.004233837127685547
10,0.0041790008544921875
11,0.008610963821411133
12,0.004021883010864258
13,0.004271984100341797
14,0.004049062728881836
15,0.004078865051269531
16,0.003780841827392578
17,0.0019800662994384766
18,0.003942966461181641
19,0.0037789344787597656
20,0.0020880699157714844
21,0.004080057144165039
22,0.004054069519042969
23,0.0038390159606933594
24,0.0038449764251708984
25,0.004602909088134766
26,0.0038299560546875
27,0.0038030147552490234
28,0.004004001617431641
29,0.004157066345214844
30,0.004218101501464844
31,0.004008054733276367
32,0.001990079879760742
33,0.0037698745727539062
34,0.0037469863891601562
35,0.0042040348052978516
36,0.004010915756225586
37,0.008296012878417969
38,0.008682012557983398
39,0.002393007278442383
40,0.0042400360107421875
41,0.0037670135498046875
42,0.0038220882415771484
43,0.0015969276428222656
44,0.0036029815673828125
45,0.0037689208984375
46,0.004148960113525391
47,0.0020570755004882812
48,0.004127979278564453
49,0.0021238327026367188
50,0.003790140151977539
51,0.0038361549377441406
52,0.0037260055541992188
53,0.0038518905639648438
54,0.001958131790161133
55,0.003898143768310547
56,0.004076957702636719
57,0.004030942916870117
58,0.0037970542907714844
59,0.003695964813232422
60,0.0044879913330078125
61,0.0044519901275634766
62,0.009099006652832031
63,0.009273052215576172
64,0.0039370059967041016
65,0.0037720203399658203
66,0.0038080215454101562
67,0.001901865005493164
68,0.003704071044921875
69,0.0037419795989990234
70,0.004261016845703125
71,0.00463104248046875
72,0.004579067230224609
73,0.0042078495025634766
74,0.004630088806152344
75,0.0040740966796875
76,0.0037488937377929688
77,0.004136085510253906
78,0.004704952239990234
79,0.004030942916870117
80,0.0019409656524658203
81,0.004496097564697266
82,0.004616975784301758
83,0.0037860870361328125
84,0.002062082290649414
85,0.0036859512329101562
86,0.004445075988769531
87,0.003926992416381836
88,0.003612995147705078
89,0.003960847854614258
90,0.002045869827270508
91,0.004270076751708984
92,0.008816003799438477
93,0.018846988677978516
94,0.018532991409301758
95,0.009511947631835938
96,0.009471893310546875
97,0.00917506217956543
98,0.004188060760498047
99,0.00439000129699707
100,0.004120826721191406
101,0.0042650699615478516
102,0.004503965377807617
103,0.004107952117919922
104,0.004420042037963867
105,0.004281044006347656
106,0.003782033920288086
107,0.009203195571899414
108,0.004716157913208008
109,0.004200935363769531
110,0.0018651485443115234
111,0.004332065582275391
112,0.00410008430480957
113,0.009271860122680664
114,0.009263038635253906
115,0.004152059555053711
116,0.004199028015136719
117,0.004321098327636719
118,0.004540920257568359
119,0.00423121452331543
120,0.004105091094970703
121,0.003895998001098633
122,0.003916025161743164
123,0.003988027572631836
124,0.0040209293365478516
125,0.004013776779174805
126,0.003930091857910156
127,0.0036859512329101562
128,0.004261970520019531
129,0.00368499755859375
130,0.008301973342895508
131,0.018929004669189453
132,0.004190206527709961
133,0.003632068634033203
134,0.00428009033203125
135,0.004533052444458008
136,0.0020248889923095703
137,0.0037717819213867188
138,0.003922939300537109
139,0.004249095916748047
140,0.004204988479614258
141,0.004189014434814453
142,0.008512020111083984
143,0.017355918884277344
144,0.008695125579833984
145,0.004168987274169922
146,0.017843008041381836
147,0.003804922103881836
148,0.0035600662231445312
149,0.0037610530853271484
150,0.0018160343170166016
151,0.008871078491210938
152,0.017530202865600586
153,0.00400090217590332
154,0.004166126251220703
155,0.001962900161743164
156,0.00403904914855957
157,0.003818988800048828
158,0.004240989685058594
159,0.003782033920288086
160,0.004138946533203125
161,0.003780841827392578
162,0.003823995590209961
163,0.003994941711425781
164,0.00595402717590332
165,0.002042055130004883
166,0.003782987594604492
167,0.003756999969482422
168,0.004185914993286133
169,0.004194974899291992
170,0.0018432140350341797
171,0.003454923629760742
172,0.004008054733276367
173,0.004466056823730469
174,0.01731419563293457
175,0.008795022964477539
176,0.004472970962524414
177,0.018013954162597656
178,0.018656015396118164
179,0.004023075103759766
180,0.009148836135864258
181,0.019191980361938477
182,0.016860008239746094
183,0.004069089889526367
184,0.009210824966430664
185,0.008970022201538086
186,0.003690004348754883
187,0.018576860427856445
188,0.008090019226074219
189,0.018558979034423828
190,0.01839613914489746
191,0.003896951675415039
192,0.004110097885131836
193,0.0037899017333984375
194,0.003966808319091797
195,0.004083871841430664
196,0.0038819313049316406
197,0.003844022750854492
198,0.008413076400756836
199,0.004065036773681641
200,0.0039010047912597656
201,0.004091978073120117
202,0.0020618438720703125
203,0.004116058349609375
204,0.0044629573822021484
205,0.00432896614074707
206,0.003949880599975586
207,0.004074811935424805
208,0.0045359134674072266
209,0.004185914993286133
210,0.0019102096557617188
211,0.0037980079650878906
212,0.008676767349243164
213,0.008093833923339844
214,0.004231929779052734
215,0.0039250850677490234
216,0.0042989253997802734
217,0.004083871841430664
218,0.0036830902099609375
219,0.003921031951904297
220,0.003690004348754883
221,0.0039038658142089844
222,0.003919839859008789
223,0.003822803497314453
224,0.004019975662231445
225,0.004106044769287109
226,0.002107858657836914
227,0.004087924957275391
228,0.0039000511169433594
229,0.0019910335540771484
230,0.004235029220581055
231,0.004087924957275391
232,0.004328012466430664
233,0.004277944564819336
234,0.01807689666748047
235,0.0042781829833984375
236,0.004522085189819336
237,0.00397801399230957
238,0.01788496971130371
239,0.008129119873046875
240,0.0037391185760498047
241,0.003922939300537109
242,0.002321958541870117
243,0.004183053970336914
244,0.004218101501464844
245,0.004081010818481445
246,0.017302989959716797
247,0.003931999206542969
248,0.008363962173461914
249,0.0039288997650146484
250,0.008903980255126953
251,0.008884191513061523
252,0.0039119720458984375
253,0.004264116287231445
254,0.0040891170501708984
255,0.0039501190185546875
